CODE,PRODUCT_NAME,ATC_CODE,DOSAGE_FORM,PACK_SIZE,PACK_PRICE
701885004,ASPEN CEFAZOLIN,J01DB04,POWDER FOR INJ,10,173.88
701886001,LEAF,Z01AA05,TABLET,30,
701887001,MIXTURE OF LIFE,V06DX00,TABLET,30,
701888001,NATPRO,Z01AA05,CREAM,60,
701889001,SEDATIF PC,V03AX00,TABLET,40,123.9
701889002,SEDATIF PC,V03AX00,TABLET,90,219.32
701891002,AMDOCIN,M01AB01,CAPSULE,500,91.57
701891003,AMDOCIN,M01AB01,CAPSULE,1000,183.16
701892003,MEBESTEND,A03AA04,TABLET,20,41.41
701892006,MEBESTEND,A03AA04,TABLET,100,207.01
701893007,MYLAN OXYBUTYNIN CHL,G04BD04,TABLET,20,46.03
701893015,MYLAN OXYBUTYNIN CHL,G04BD04,TABLET,100,230.05
701894001,PEFRAKEHL 5X,Z01AA05,DROPS,10,224.3
701895003,F/NAT NAT PASS MEN,V03AX00,KIT,1,
701897001,NOTAKEHL 3X,Z01AA05,OINTMENT,30,
701899001,CUPRUKEHL 3X,Z01AA05,DROPS,30,
701900001,MUSCARSAN 6X,Z01AA05,TABLET,80,
701901001,MUSCARSAN 4X,Z01AA05,INJECTION,10,
701907001,MUCOKEHL 3X,Z01AA05,OINTMENT,30,271.4
701908003,F-NAT ANTIOX IMMUNE SUPPORT,A11AB00,TABLET,60,
701909001,LEPTUCIN 6X,Z01AA05,SUPPOSITORY,10,
701913003,F-NAT PASSIONFLOWER INSOMNIA,V03AX00,TABLET,60,
701914001,LEPTOSPERMUSAN 1X,Z01AA05,DROPS,30,
701917001,NEY TABS LUTEUM,Z01AA05,TABLET,75,
701924003,DISC LIFEFORCE CHOLINE &,A11JA00,SYRUP,200,120.06
701929001,EMVITA 24,V03AX00,DROPS,50,
701973003,OSTEOEZE WITH MSM,M01AX00,CAPSULE,90,
701973004,OSTEOEZE WITH MSM,M01AX00,CAPSULE,120,231.73
701973005,OSTEOEZE WITH MSM,M01AX00,CAPSULE,30,
701975001,BETAPROFEN FC,M01AE01,TABLET,1000,331.71
701976003,OSTEOFREEZE,M02AX10,JEL TOPICAL EXTERNAL,50,123.69
701978001,CAPD/DPCA 2 STAY SAFE GLUCOSE,B05DB00,INFUSION,1,92.26
701979004,IMSYSER,A11JC00,TABLET,120,
701979005,IMSYSER,A11JC00,TABLET,60,78.07
701980001,ZOLPIHEXAL,N05CF02,TABLET,30,130.58
701982003,NALOXONE HCL NEONATAL,V03AB15,INJECTION,10,305.07
701983001,CAPD-DPCA 3 STAY SAFE,B05DB00,INFUSION,1,92.26
701985001,CAPD/DPCA 4 STAY SAFE 2.3% GL,B05DB00,INFUSION,1,92.26
701986001,CAPD/DPCA 17 STAY SAFE,B05DB00,INFUSION,1,92.26
701987003,CS-4 CORDYCEPS SINENSIS,Z01AA05,CAPSULE,60,
701994001,CAPD/DPCA 18 STAY SAFE,B05DB00,INFUSION,1,92.26
701998008,ALKERAN,L01AA03,TABLET,25,780.78
701999001,CAPD/DPCA 19 STAY SAFE 2.3% GL,B05DB00,INFUSION,1,92.26
702000001,COMBI 15,A07FA51,CAPSULE,15,64.94
702003001,MAGNOZONE,V03AX00,CAPSULE,60,210.35
702003002,MAGNOZONE,V03AX00,CAPSULE,120,365.52
702008001,DEPNIL,N06AG02,TABLET,60,578.61
702009001,DISC MALT AND COD LIVER OIL,V06DX00,SYRUP,500,65.25
702020003,PROSTASHIELD,Z01AA05,CAPSULE,30,
702023003,TRIBULUS MAXIMUS,V03AX00,TABLET,50,
702026003,JOINT-E-LICIOUS,M01AX00,SYRUP,375,
702033001,SANUKEHL SERRA 6X,Z01AA05,DROPS,10,333.01
702035001,SANUMGERMAN 6X,Z01AA05,DROPS,100,
702036001,PINIKEHL 4X,Z01AA05,CAPSULE,20,
702039001,SANUVIS 1X,Z01AA05,OINTMENT,30,
702044001,DESELEX,R06AX27,SYRUP,150,264.62
702044002,DESELEX,R06AX27,SYRUP,100,176.38
702044004,DESELEX,R06AX27,SYRUP,60,105.83
702046001,EMVITA 18,V03AX00,DROPS,50,
702051001,SELENOKHEL 4X,Z01AA05,DROPS,30,
702058001,STOLONIKHEL 6X,Z01AA05,DROPS,10,
702061001,LIGNOCAINE HCL FRESENIUS,C01BB01,INJECTION,10,259.7
702065001,ZINKOKEHL 3X,Z01AA05,DROPS,30,
702067003,FENTANYL FRESENIUS,N01AH01,INJECTION,5,797.11
702069001,WHOLE BLOOD AUTOLOGOUS,B05AX02,INFUSION,1,2812.72
702070001,RED CELL CONCENT DESIGNATED,B05AX02,INFUSION,1,2538.8
702071001,WHOLE BLOOD DESIGNATED,B05AX02,INFUSION,1,2812.72
702072052,ALLERGEX,R06AB04,TABLET,100,63.77
702072125,ALLERGEX,R06AB04,TABLET,30,19.12
702072126,ALLERGEX,R06AB04,TABLET,10,6.39
702073001,WHOLE BLOOD LEUCOCYTE POOR,B05AX02,INFUSION,1,5628.32
702074001,WHOLE BLOOD,B05AX02,INFUSION,1,2812.72
702075003,FLORADIX KINDERVITAL,A11BA01,SYRUP,250,231.05
702077001,WHOLE BLOOD EMERGENCY,B05AX02,INFUSION,1,2812.72
702078003,FLORADIX FLORAVITAL LIQ,A11AA03,SYRUP,250,266.86
702080004,ADCO-ALLERGIN EXPECTORANT,R06AA52,SYRUP,150,23.41
702081002,ELIDEL,D11AH02,CREAM,30,474.29
702081003,ELIDEL,D11AH02,CREAM,60,948.57
702084007,PROVERA,L02AB02,TABLET,100,3939.13
702086003,NOVOMIX 30 FLEXPEN,A10AD30,INJECTION,5,787.3
702089003,NOVOMIX 30 PENFILL,A10AD30,INJECTION,5,811.27
702091003,MIDACUM,N05CD08,INJECTION,5,68.15
702092003,MIDACUM,N05CD08,INJECTION,5,204.63
702094003,MULTIVITCHOICE,A11AA03,TABLET,30,
702094004,MULTIVITCHOICE,A11AA03,TABLET,60,
702097003,NALOXONE HCL FRESENIUS,V03AB15,INJECTION,10,298.59
702107003,DISC CIRRUS (NAMIBIA),R01BA52,CAPSULE,14,70.3
702111006,ITN 3007M,B05BA10,PARENTERAL NUTRITION,1,2311.32
702112003,ITN 7009M,B05BA10,PARENTERAL NUTRITION,1,2272.68
702115003,ITN 7003M,B05BA10,PARENTERAL NUTRITION,1,2321
702135001,RED CELL CONC INFANT,B05AX02,INFUSION,1,1523.85
702136001,RED CELL CONC HAEMO,B05AX02,INFUSION,1,8100.8
702138001,QUEEN SENSE,Z01AA05,TABLET,5,
702139001,RED CELL CONC PRESTORE EM,B05AX02,INFUSION,1,5032.92
702140001,BON A PETIT KID,A11AA03,SYRUP,200,
702141001,DISC LIFEFORCE SKIN AID,Z01AA05,TABLET,100,570.32
702143001,RED CELL CONC PRE-STR LEU/POOR,B05AX02,INFUSION,1,5032.92
702144001,RED CELL CONC LEUCOCYTE POOR,B05AX02,INFUSION,1,5032.92
702145009,ALLERGEX,R06AB04,SYRUP,50,6.74
702145010,ALLERGEX,R06AB04,SYRUP,100,13.47
702145011,ALLERGEX,R06AB04,SYRUP,200,26.15
702146001,DISC LIFEFORCE IMMUNO AI,Z01AA05,CAPSULE,120,448.1
702147001,RED CELL CONC FILTERED WASH,B05AX02,INFUSION,1,8399.23
702151001,RED CELL CONC PAED LEUC/POOR,B05AX02,INFUSION,1,3075.11
702152001,RED CELL CONC,B05AX02,INFUSION,1,253879.75
702154001,RED CELL CONC EMERGENCY,B05AX02,INFUSION,1,2538.8
702159003,CLARINESE,R06AX13,TABLET,10,25.96
702161004,VESICULTURE,L03AX03,INJECTION,4,3239.14
702164006,RELPAX,N02CC06,TABLET,4,503.08
702165015,RELPAX,N02CC06,TABLET,4,371.77
702170001,BLOOD PLASMA FRESH FROZEN,B05AX02,INFUSION,1,2484.01
702171001,BLOOD PLASMA FF LOW TITRE,B05AX02,INFUSION,1,3219.25
702172003,PHENORANT,R06AA52,SYRUP,100,6.04
702172006,PHENORANT,R06AA52,SYRUP,200,12.08
702173003,SUBUTEX SUBLINGIAL,N07BC01,SUBLINGUAL TABLET,7,195.26
702175003,SUBUTEX SUBLINGIAL,N07BC01,SUBLINGUAL TABLET,7,781.37
702183003,PROPESS,G02AD02,VAGINAL TABLET,5,6957.88
702186003,DIS-CHEM ALOE VERA CONCENTRATE,V03AX00,SYRUP,1000,72.99
702191003,DISC DIS-CHEM ANTISTRESS,V03AX00,TABLET,90,26.86
702194003,DISC DIS-CHEM BLOOD PURI,V03AX00,TABLET,90,48.2
702197003,DIS-CHEM CALMAG GOLD,A12AX00,TABLET,90,159.99
702200002,DIS-CHEM CHOLESTEROL SUPPORT G,C10AX00,TABLET,90,109.95
702204003,DIS-CHEM CRANBERRY GOLD,V03AX00,CAPSULE,60,119.95
702207002,DISC DIS-CHEM EASY BREAT,V03AX00,TABLET,90,43.81
702212003,DISC DIS-CHEM EASY FLOW,V03AX00,TABLET,90,35.04
702215005,DISC DIS-CHEM JUST F/WOM,V03AX00,TABLET,90,43.81
702220003,DIS-CHEM ECHINACEA PLUS GOLD,V06DX00,TABLET,90,99.99
702229003,DISC DIS-CHEM FEVERFEW P,V03AX00,TABLET,90,40.39
702237003,DISC DIS-CHEM GLUCOSAMIN,M01AX05,CAPSULE,60,39.2
702238004,DISC DIS-CHEM JUST F/MEN,V03AX00,TABLET,90,43.81
702245003,DISC DIS-CHEM APPLE CIDE,V03AX00,CAPSULE,60,26.26
702246007,DISC DIS-CHEM CLA GOLD,V06DX00,CAPSULE,90,76.26
702248003,DISC DIS-CHEM COD LIVER,C10AX06,CAPSULE,60,45.13
702254003,DIS-CHEM DEVIL'S CLAW & CELERY,V03AX00,TABLET,90,122.99
702259003,DISC DIS-CHEM EVENING P/,C10AX00,CAPSULE,90,39.91
702261003,DIS-CHEM ST JOHN'S WORT GOLD,V03AX00,TABLET,60,169.99
702262006,DISC DIS-CHEM SPORTMAX G,V03AX00,TABLET,90,48.67
702264003,DIS-CHEM SPIRULINA GOLD,V06DX00,TABLET,90,139.99
702267003,DISC DIS-CHEM LIBIDO GOL,V03AX00,TABLET,90,61.35
702267004,DISC DIS-CHEM LIBIDO GOL,V03AX00,TABLET,30,23.58
702272003,DISC DIS-CHEM PH BALANCE,V03AX00,TABLET,90,61.35
702275003,DISC DIS-CHEM CALCIUM PY,V03AX00,TABLET,90,61.35
702311001,BLOOD PLASMA F/FROZ CRYO POOR,B05AX02,INFUSION,1,2045.74
702313001,BLOOD PLASMA PAEDIATRIC,B05AX02,INFUSION,1,1212.48
702314001,PLATELET CONC SGL DONOR MEGA,B05AX02,INFUSION,1,17448.66
702317001,PLATELET CONC LEUCO POOR PREM,B05AX02,INFUSION,1,2828.6
702319004,DIS-CHEM GOLD MSM,M01AX00,CAPSULE,90,114.99
702320007,DISCHEM EPO PLUS OMEGA 6,C10AX06,CAPSULE,90,154.95
702326003,DISC DIS-CHEM PROANTHO-C,V03AX00,CAPSULE,60,52.59
702327007,BLACK COHOSH,V03AX00,CAPSULE,90,48.78
702329003,BROMELAIN,V03AX00,CAPSULE,90,47.55
702335003,CAPRYLIC ACID,V03AX00,CAPSULE,90,68.89
702340001,SV VITAMIN C CRYSTALS,A11GA01,CRYSTALS,125,140.65
702343006,ECHINACEA,V06DX00,CAPSULE,30,94.3
702348003,FOLIC ACID,B03BB01,CAPSULE,30,
702349001,SV COD LIVER OIL 1/DAY,V06DX00,CAPSULE,100,76.13
702350003,GINGKO BILOBA,N06DX02,CAPSULE,30,
702351002,GOLDEN SEAL,V03AX00,CAPSULE,30,69.71
702352001,SV VITAMIN D,A11CC05,CAPSULE,100,74.64
702353003,ISOFLAVONE EXTRACT,V03AX00,CAPSULE,30,51.23
702355001,SV VITAMIN E LIQUID,A11HA03,DROPS,59,192.4
702356003,L-METHIONINE,V03AB26,CAPSULE,90,82.72
702359003,LECITHIN,V03AX00,POWDER,300,95.04
702361003,L-GLUTAMINE,A16AA03,POWDER,150,118.8
702363001,METFORAL,A10BA02,TABLET,60,69.56
702364003,LYCOPENE,V03AX00,CAPSULE,120,92.01
702370001,SV LIPOTROPIC FACTOR,V06DX00,TABLET,50,139.04
702371001,SV ASHWAGANDA LEAF EXTRACT,V03AX00,CAPSULE,60,151.46
702372003,MG/K ASPARTATE,V06DX00,CAPSULE,90,68.06
702373002,RIMACTAZID,J04AM02,TABLET,60,93.86
702373003,RIMACTAZID,J04AM02,TABLET,56,87.61
702373004,RIMACTAZID,J04AM02,TABLET,84,131.22
702377001,CIPLOXX,J01MA02,TABLET,10,23.25
702379001,CIPLOXX,J01MA02,TABLET,10,51.34
702380003,PHOSPHATIDYLSERINE,V03AX00,CAPSULE,60,163.78
702385001,METFORAL,A10BA02,TABLET,100,64.57
702386003,PROSTAGUARD,Z01AA05,CAPSULE,60,88
702387001,QING LING,Z01AA05,CAPSULE,90,
702388001,BLOOD ALBUMIN RED CELL CONC,B05AX02,INFUSION,1,8847.58
702389004,Q10,C01EB09,CAPSULE,60,100.04
702391003,QUERCETIN,V06DX00,CAPSULE,90,75.44
702392001,BLOOD WHOLE PAEDIA PF,B05AX02,INFUSION,1,3295.67
702395001,FACTOR CRYOPRECIP THAWED,B05AX02,INFUSION,1,1480.61
702396001,FACTOR CRYOPRECIP L/TITRE,B05AX02,INFUSION,1,1852.56
702397007,SEX FORMULA FOR MEN,A11AA03,CAPSULE,120,130.4
702414001,POTASSIUM SULPHATE,A12BA00,POWDER (GALENICAL),100,203.32
702429003,APPLE CIDER VINEGAR,V03AX00,CAPSULE,60,
702431003,B-COMPLEX,A11EA00,TABLET,30,
702432002,BLOOD PRESSURE SUPPORT COMPLEX,Z01AA05,CAPSULE,90,
702434003,CALCIUM COMPLETE,A12AX00,TABLET,60,
702437003,CHITOSAN MAX,V06DX00,CAPSULE,100,
702440001,NEY TUMORIN NR 66,Z01AA05,DROPS,15,
702442003,CHOLESTEROL MANAGEMENT COMPLEX,C10AX00,CAPSULE,90,
702445003,HYDROXYMAX,V03AX00,CAPSULE,250,
702445006,HYDROXYMAX,V03AX00,CAPSULE,500,
702448003,IMMUNE COMPLEX,A11AB00,CAPSULE,60,
702450003,IPRICAL COMPLETE CALCIUM,A12AA00,CAPSULE,90,
702451001,GLUCO-MEND,A12CX00,TABLET,30,138.99
702453003,IRON-AID COMPLETE,B03AE10,CAPSULE,30,
702454001,NEY TROPH NR 96,Z01AA05,DISPERSABLE TABLET,15,
702455008,LIGAMAX COMPLETE,M02AX10,TABLET,60,
702455016,LIGAMAX COMPLETE,M02AX10,TABLET,90,
702455024,LIGAMAX COMPLETE,M02AX10,TABLET,180,
702456003,MAGNESIUM COMPLETE,A12CC00,TABLET,60,
702459003,VITAPLEX COMPLETE,A11JC00,TABLET,30,
702459006,VITAPLEX COMPLETE,A11JC00,TABLET,90,
702461003,VITA C,A11GA01,TABLET,60,
702462001,NEY THYMUN NR 29K,Z01AA05,DISPERSABLE TABLET,15,
702464003,CLA,V06DX00,CAPSULE,120,
702467003,BEE CURE PROPOLLEN,V03AX00,CAPSULE,30,
702469001,ORUL,A16AA00,CAPSULE,8,149.01
702470001,NEY TABS VIRILIUM,Z01AA05,TABLET,75,
702472003,BEE CURE PROPOLLEN,V03AX00,CAPSULE,30,
702474001,NEY TABS UTERUM,Z01AA05,TABLET,75,
702476001,NEY TABS THYRIUM,Z01AA05,TABLET,75,
702479001,CALC PHOS ELECTROLOID,A12AA01,TABLET,1000,522.18
702483003,ROCIJECT,J01DD04,POWDER FOR INJ,1,16.45
702483004,ROCIJECT,J01DD04,POWDER FOR INJ,10,164.45
702484001,MAG PHOS ELECTROLOID,A12CC00,TABLET,1000,861.43
702485001,MAG PO,A12CC00,TABLET,500,447.74
702488001,POT CHLOR ELECTROLOID,A12BA01,TABLET,500,522.16
702493001,POT SULPH-MAG PHO,A07CA00,TABLET,500,522.16
702494001,QUIN PHOS ELECTROLOID,Z01AA05,TABLET,500,522.16
702495001,DISC SILICA ELECTROLOID,V03AX00,TABLET,1000,666.67
702496001,SILICA FLUOR ELECTROLOID SCF,V03AX00,TABLET,1000,861.43
702497003,DIGESTIVE ENZYMES,Z01AK05,TABLET,30,
702499001,SODI PHOS ELECTROLOID SP,Z01AA05,TABLET,500,447.74
702500001,NEY TABS THYMUM,Z01AA05,TABLET,75,
702503001,NEY TABS SURRENIUM,Z01AA05,TABLET,75,
702504003,BACTROBAN,D06AX09,CREAM,15,102.93
702505001,METHYLPHENIDATE HCL-DOUGLAS,N06BA04,TABLET,30,155.02
702507003,GLIADEL WAFER,L01AD01,IMPLANT,8,166627.66
702509001,ENBREL,L04AB01,POWDER FOR INJ,4,2477.04
702511001,PANAMOR,M02AA15,JEL TOPICAL EXTERNAL,60,100.86
702511002,PANAMOR,M02AA15,JEL TOPICAL EXTERNAL,100,168.1
702511003,PANAMOR,M02AA15,JEL TOPICAL EXTERNAL,30,63.81
702514001,NEY TABS SPLENIUM,Z01AA05,TABLET,75,
702516001,BONEPHOS,M05BA02,TABLET,60,4026.59
702518003,LORANO,R06AX13,TABLET,10,23.09
702518007,LORANO,R06AX13,TABLET,30,69.58
702519001,NASO-CURE NASAL (NAMIBIA,R01AX10,CREAM,7.5,
702519002,NASO-CURE NASAL (NAMIBIA,R01AX10,CREAM,10,
702520001,METHYLENE BLUE (NAMIBIA),V03AB17,INJECTION,1,
702521005,PHENORANT WITH CODEINE,R05FA01,SYRUP,100,14.17
702523006,SPIRIVA PLUS HANDIHALER,R03BB04,KIT,1,1023.19
702524001,FLOXIN,J01MA06,TABLET,6,34.32
702525001,IODINE,D08AG03,SOLUTION BREAKABLE,1000,345
702526003,SPIRIVA REFILL,R03BB04,SPINCAP,30,991.47
702529003,L-MESITRAN HONEY BASED,D03AX00,OINTMENT,50,214.35
702529006,L-MESITRAN HONEY BASED,D03AX00,OINTMENT,20,193.95
702529007,L-MESITRAN HONEY BASED,D03AX00,OINTMENT,250,685.52
702531003,AMMON BICARBONATE,A02AH00,POWDER (GALENICAL),500,78.89
702534003,TRAVATAN,S01EE04,OPHTHALMIC DROPS,1,217.61
702545003,DOKTOR MOM HERBAL COUGH,R02AX00,SYRUP,100,42.32
702545004,DOKTOR MOM HERBAL COUGH,R02AX00,SYRUP,150,42.32
702549001,BARRS POVIDONE,D08AG02,OINTMENT,25,32.55
702549002,BARRS POVIDONE,D08AG02,OINTMENT,500,374.1
702550003,ALCOHOL,D08AX08,LOCAL APPLICATION,100,82.51
702550006,ALCOHOL,D08AX08,LOCAL APPLICATION,500,217.35
702550009,ALCOHOL,D08AX08,LOCAL APPLICATION,2500,707.25
702553003,ALCOHOL,D08AX08,LOCAL APPLICATION,500,154.39
702553006,ALCOHOL,D08AX08,LOCAL APPLICATION,2500,597.7
702556003,SODIUM CHLORIDE COARSE,D08AX00,CRYSTALS,500,17.83
702556004,SODIUM CHLORIDE COARSE,D08AX00,CRYSTALS,50000,500.25
702559007,SURGICAL SPIRIT (MHS),D08AX08,LOCAL APPLICATION,2500,412.85
702561003,TR BENZ CO,R01AX10,LOCAL APPLICATION,50,105.23
702561006,TR BENZ CO,R01AX10,LOCAL APPLICATION,100,187.16
702561009,TR BENZ CO,R01AX10,LOCAL APPLICATION,500,862.5
702561011,TR BENZ CO,R01AX10,LOCAL APPLICATION,2500,4318.25
702564003,NATURALLY YOURS FEM AID WE BOO,Z01AA05,CAPSULE,60,
702567003,NATURALLY YOURS CELERY CAPS W/,V03AX00,CAPSULE,30,
702572003,NATURALLY YOURS NUTRITIONAL CE,Z01AA05,CAPSULE,60,
702577001,TRAUMEEL S,M02AX10,JEL TOPICAL EXTERNAL,50,139.56
702582001,NEY TABS PROSTATUM,Z01AA05,TABLET,75,
702583002,NATURALLY YOURS EPO W/OMEGA 6,C10AX00,CAPSULE,60,
702585001,DISC ELMIX LIQUID,Z01AA05,SYRUP,1000,707.37
702586003,NATURALLY YOURS PURE FISH OIL,C10AX06,CAPSULE,60,
702588001,NATURA INFLUENZINUM,Z01AA05,DROPS,5,23.54
702589003,NATURALLY YOURS COLD AID IMMUN,A11AB00,CAPSULE,60,
702590001,GOUTAWAY TONIC,M01AX00,SYRUP,200,189.87
702590002,GOUTAWAY TONIC,M01AX00,SYRUP,1000,669.23
702591005,NATURALLY YOURS GRAPEFRUIT & C,V06DX00,CAPSULE,60,
702594003,NATURALLY YOURS GRAPE TRIM W/C,V06DX00,CAPSULE,60,
702597003,NATURALLY YOURS LIFE AID SU AN,A11JC00,CAPSULE,60,
702598005,NATURALLY YOURS PERFORM AID ME,V06DX00,CAPSULE,60,
702599001,NEYPARADENT LIPOSOME,Z01AA05,DROPS,15,
702601003,NATURALLY YOURS WATER AID-NATU,Z01AA05,CAPSULE,60,
702604003,NATURALLY YOURS ST JOHN'S WORT,V03AX00,CAPSULE,60,
702606001,NEYATHROS NR 43,Z01AA05,DROPS,15,
702609005,DOXY CO,N02BE51,TABLET,20,16.34
702609013,DOXY CO,N02BE51,TABLET,100,81.72
702609022,DOXY CO,N02BE51,TABLET,40,32.69
702610001,UNIQUE F HUMEX K,Z01AA05,CAPSULE,60,
702612003,LACTEOL FORTE,A07FA51,CAPSULE,12,142.47
702613001,NEYDIN F,Z01AA05,OINTMENT,50,
702615003,LACTEOL FORTE,A07FA51,SACHET,10,148.45
702618003,DRINASAL PAED,R01AA05,NOSE DROPS,1,44.59
702620003,DRINASAL PAED,R01AA05,NASAL SPRAY,1,60.85
702621001,NEYDIN M,Z01AA05,OINTMENT RECTAL SYST,50,
702628001,NEYGERONT VITAL,A11AA03,CAPSULE,42,
702628002,NEYGERONT VITAL,A11AA03,CAPSULE,40,
702637003,VITADERM CLASSIC FORMULA,D02AX00,LOTION,450,90.46
702642003,VITADERM REPAIR,D02AX00,CREAM,450,135.29
702645003,PHAKAMISA RA,A11AA03,TABLET,30,
702645006,PHAKAMISA RA,A11AA03,TABLET,90,
702645009,PHAKAMISA RA,A11AA03,TABLET,1000,
702645010,PHAKAMISA RA,A11AA03,TABLET,5000,
702721001,ZITHROMAX IV,J01FA10,POWDER FOR INJ,1,386.29
702725001,DICYCLOMINE CO,A03AA07,SUSPENSION,100,9.81
702725002,DICYCLOMINE CO,A03AA07,SUSPENSION,200,19.65
702728001,ALOE DETOX BOOST,A06AB00,TABLET,60,
702732001,HORIZON MORNING SICKNESS REMED,V06DX00,TABLET,36,
702736001,DISC DR AUERS SPIRULINA PLUS,V06DX00,CAPSULE,60,40.25
702739001,DISC DR AUERS IMMUNO BOOST,A11JC00,CAPSULE,60,40.25
702740001,DISC DR AUERS VITA BOOST,A11AA03,CAPSULE,30,40.25
702741001,DISC DR AUERS ENERGY COMBO,A11AA03,CAPSULE,60,40.25
702743001,DR AUERS GLUCOSAMINE PLUS,M01AX05,CAPSULE,60,46
702769001,ADCO-TALOMIL,N06AB04,TABLET,30,69.3
702789003,PARA PLUS LICE SPRAY,P03AC54,SPRAY,1,112.64
702795001,DISC KANDESN BEAUTY PEARL,Z01AA05,TABLET,28,
702800001,FORTEO PREFILL PEN,H05AA02,PRE-FILLED PEN,1,5303.51
702803014,AMILORETIC,C03EA01,TABLET,100,47.54
702803022,AMILORETIC,C03EA01,TABLET,1000,475.46
702811009,AMILORETIC HS,C03EA01,TABLET,30,55.69
702819002,CELLCEPT,L04AA06,SUSPENSION,165,3623.36
702841001,PAIN OFF PLUS,Z01AA05,TABLET,120,
702843001,UNG EMULSIFICANS AQUOSUM (AQUE,D02AC00,CREAM,500,53.19
702844001,R-CIN,J04AB02,SUSPENSION,180,264.21
702850001,FABU-AQUEOUS CREAM (NAMIBIA),D02AC00,CREAM,250,22.37
702850002,FABU-AQUEOUS CREAM (NAMIBIA),D02AC00,CREAM,500,32.81
702851001,FABUPHARM BENZYL BENZOATE,P03AX01,LOTION,100,31.9
702852001,FABU CETOMAGROCOL (NAMIBIA),D02AX00,CREAM,500,62.62
702855001,FABU-CHLORHEXIDINE GLUCONATE,D08AC02,LOCAL APPLICATION,500,224.25
702858001,FABU-DISTILLED WATER (NAMIBIA),V07AB00,LOCAL APPLICATION,500,14.42
702858002,DISC FABU-DISTILLED WATER NAMI,V07AB00,LOCAL APPLICATION,2500,
702858003,FABU-DISTILLED WATER (NAM),V07AB00,LOCAL APPLICATION,2000,42.04
702859003,REVITE VITAMIN C NON-ACIDIC,A11GA01,TABLET,100,91.33
702860001,FABU-EMULSIFYING BASE(NAMIBIA),D02AC00,UNG,500,81.35
702863001,FABU-EMULSIFYING (NAMIBIA),D02AC00,UNG,500,83.21
702864003,HI-VITE VITAMIN,A11JC00,SYRUP,200,
702865001,FABUPHARM CHLORHEXIDINE GLUC,D08AC02,LOCAL APPLICATION,5000,1114.05
702866001,DISC  FABU-COLD (NAM,R01BA02,SYRUP,50,5.45
702866002,DISC  FABU-COLD (NAM,R01BA02,SYRUP,100,9.3
702867003,STAMINOGRO,A11JC00,TABLET,120,414.25
702867006,STAMINOGRO,A11JC00,TABLET,60,268.84
702867009,STAMINOGRO,A11JC00,TABLET,30,157.32
702868001,FABUFER (NAMIBIA),B03AA02,SUSPENSION,100,16.74
702869001,FABU-METRONIDAZOLE (NAMIBIA),P01AB01,SUSPENSION,100,107.25
702872003,IMUNITI NUTRITIONAL SUPPLEME,A11JC00,KIT,1,
702874001,FABU-VAPOUR RUB (NAMIBIA),R01AX30,OINTMENT,15,11.02
702874002,FABU-VAPOUR RUB (NAMIBIA),R01AX30,OINTMENT,50,24.9
702876001,FABU-GENTIAN VIOLET (NAMIBIA),D08AX00,SOLUTION BREAKABLE,20,10.17
702877001,FABU ICHTHAMMOL (NAMIBIA),D05AA00,UNG,50,54.84
702877002,FABU-ICHTHAMMOL (NAMIBIA),D05AA00,UNG,500,295.29
702879001,FABU-MERCUROCHROME (NAMIBIA),D08AK04,SOLUTION BREAKABLE,20,11.2
702882001,FABU-UNG METHYL SAL (NAMIBIA),M02AC00,UNG,25,9.26
702885001,FABU-UNG WHITFIELD (NAMIBIA),D11AX00,UNG,50,26.04
702887001,FABU-WINTER GREEN (NAMIBIA),M02AC00,UNG,50,39.16
702889008,AMINOPHYLLIN IV,R03DA05,INJECTION,5,268.35
702890001,FABU ZINC AND CASTOR (NAMIBIA),D02AB00,CREAM,50,29.13
702892001,FABU-ZINC CREAM (NAMIBIA),D02AB00,CREAM,50,25.56
702892002,FABU-ZINC CREAM (NAMIBIA),D02AB00,CREAM,500,95.15
702893001,FABU-ZINC OIN BP (NAMIBIA),D02AB00,OINTMENT,50,25.56
702898002,NATURONE CREAM PUMP,D02AX00,CREAM,50,
702900001,STRUCTOLIPID PLS200500,B05BA02,INFUSION,1,943.17
702900002,STRUCTOLIPID PLS200500,B05BA02,INFUSION,12,11320.13
702904003,CARDIOLITE,V09GA01,INJECTION,2,
702905001,REVITE VIT-T-GO,A11BA01,SACHET,20,127.83
702905002,REVITE VIT-T-GO,A11BA01,SACHET,7,48.76
702905003,REVITE VIT-T-GO,A11BA01,SACHET,50,300.83
702907002,MSM,M01AX00,CAPSULE,60,
702909001,BRAIN TONIC,A11AA03,CAPSULE,60,
702910001,SODI SULPH ELECTROLOID,Z01AA05,TABLET,500,447.74
702911001,POT CHLOR IRON PHOS ELECTROLOI,B03AE04,TABLET,500,522.16
702912003,GLUCOSAMINE,M01AX05,CAPSULE,30,
702913001,TALC PURIFIED (FRENCH CHALK),Z01AA10,POWDER (GALENICAL),500,93.15
702917002,VITAL KIDS A-Z MULTI,A11BA01,SYRUP,200,126.72
702918003,ALPHA LIPOIC,V03AX00,CAPSULE,30,
702922002,DISC ECHI-MUNE,Z01AA05,DROPS,50,74.02
702923001,TENDIAP MR,A10BB09,SLOW RELEASE TABLET,60,65.35
702925002,DISC CIRCULATION,Z01AA05,DROPS,50,78.92
702926001,DS-24 VEGI,A11AA03,CAPSULE,30,126.98
